date,tomato,onion,potato,greenchilli
2019-12-27,11.4,13.6,12.5,30.7
2019-12-28,11.4,13.4,11.9,28.4
2019-12-29,10.8,14.7,10.8,31.3
2019-12-30,12.1,14.5,11.3,33.7
2019-12-31,10.1,12.8,11.2,32.0
2020-01-01,11.1,12.2,11.0,32.4
2020-01-02,10.4,14.4,10.8,31.5
2020-01-03,11.4,14.9,9.4,30.4
2020-01-04,12.5,14.3,10.3,29.5
2020-01-05,13.1,13.7,11.1,27.0
2020-01-06,12.4,13.7,11.7,29.2
2020-01-07,13.1,15.4,12.9,29.2
2020-01-08,12.8,15.3,13.5,28.5
2020-01-09,12.2,14.7,13.6,29.7
2020-01-10,10.7,15.1,14.7,27.8
2020-01-11,10.5,16.2,14.5,25.2
2020-01-12,10.6,16.5,14.5,25.2
2020-01-13,10.4,15.3,14.1,25.6
2020-01-14,9.7,15.0,14.2,26.8
2020-01-15,9.5,13.6,14.3,27.9
2020-01-16,9.3,14.9,16.3,31.6
2020-01-17,8.9,14.5,16.2,31.3
2020-01-18,8.7,14.6,16.3,31.1
2020-01-19,7.9,13.9,16.3,33.8
2020-01-20,9.1,14.8,16.6,30.5
2020-01-21,8.7,15.0,16.1,30.6
2020-01-22,8.4,15.5,16.1,32.8
2020-01-23,9.2,16.9,15.2,30.2
2020-01-24,9.3,16.7,15.8,30.0
2020-01-25,9.1,16.3,14.6,30.2
2020-01-26,9.0,15.1,14.3,29.3
2020-01-27,9.3,13.6,13.0,28.5
2020-01-28,9.6,14.1,12.5,28.6
2020-01-29,10.1,14.3,13.3,26.4
2020-01-30,11.1,14.3,14.2,26.2
2020-01-31,11.3,13.3,14.0,24.5
2020-02-01,11.5,15.4,15.7,25.5
2020-02-02,11.5,15.6,17.6,24.5
2020-02-03,10.7,16.6,17.2,25.5
2020-02-04,10.8,17.2,16.6,27.6
2020-02-05,11.0,17.4,16.2,28.0
2020-02-06,10.6,17.9,14.4,29.0
2020-02-07,11.2,19.3,14.1,26.9
2020-02-08,12.0,18.6,13.6,24.2
2020-02-09,12.6,17.1,15.0,25.0
2020-02-10,12.9,17.6,14.8,24.2
2020-02-11,11.7,17.4,15.0,22.4
2020-02-12,12.4,17.4,14.7,23.2
2020-02-13,12.5,18.0,14.8,25.6
2020-02-14,12.0,17.5,16.0,26.3
2020-02-15,11.7,17.5,16.0,23.3
2020-02-16,13.2,17.9,15.1,24.9
2020-02-17,12.9,18.4,13.8,25.1
2020-02-18,12.7,20.3,13.4,26.4
2020-02-19,12.1,19.3,13.3,28.8
2020-02-20,12.6,17.8,15.0,31.2
2020-02-21,12.1,17.5,13.5,31.5
2020-02-22,13.1,17.6,12.9,29.9
2020-02-23,12.9,17.9,15.0,28.9
2020-02-24,14.0,17.8,15.0,30.3
2020-02-25,13.2,18.8,14.7,32.2
2020-02-26,13.2,17.7,13.8,31.3
2020-02-27,12.8,16.1,14.3,31.2
2020-02-28,12.9,14.8,16.2,32.2
2020-02-29,13.0,15.1,16.6,31.4
2020-03-01,13.4,16.6,18.8,30.3
2020-03-02,14.1,17.1,19.0,28.2
2020-03-03,14.0,16.8,18.4,30.7
2020-03-04,13.9,16.1,17.8,33.2
2020-03-05,13.2,18.0,19.6,32.7
2020-03-06,12.9,19.3,19.6,31.3
2020-03-07,12.7,21.2,19.6,34.3
2020-03-08,12.7,22.0,20.0,32.6
2020-03-09,12.6,22.9,21.3,33.4
2020-03-10,13.0,22.5,19.6,31.3
2020-03-11,12.4,21.6,21.3,31.1
2020-03-12,13.0,20.7,20.8,32.3
2020-03-13,12.4,21.1,21.9,32.6
2020-03-14,13.9,19.7,20.9,31.4
2020-03-15,15.5,21.0,21.1,31.4
2020-03-16,15.3,19.6,20.7,34.5
2020-03-17,14.6,19.9,19.6,34.5
2020-03-18,14.6,21.0,20.6,34.5
2020-03-19,15.2,20.2,20.2,35.0
2020-03-20,14.2,19.9,19.7,35.4
2020-03-21,13.9,19.9,19.6,37.3
2020-03-22,13.5,18.7,21.1,39.7
2020-03-23,13.5,17.8,21.0,35.5
2020-03-24,13.7,18.7,21.5,37.0
2020-03-25,13.2,18.2,20.5,35.0
2020-03-26,13.8,18.4,20.2,37.4
2020-03-27,13.3,18.3,21.4,38.3
2020-03-28,13.9,17.5,21.6,40.1
2020-03-29,14.7,17.6,21.1,39.6
2020-03-30,14.6,18.5,20.4,38.9
2020-03-31,14.4,18.0,20.3,36.9
2020-04-01,15.1,18.6,20.9,38.8
2020-04-02,14.9,19.9,21.2,40.0
2020-04-03,14.9,19.7,22.4,39.2
2020-04-04,15.5,20.6,23.3,38.6
2020-04-05,15.2,19.9,24.2,38.1
2020-04-06,15.1,21.4,24.1,39.1
2020-04-07,15.8,21.8,26.0,38.1
2020-04-08,15.4,21.7,25.3,38.8
2020-04-09,15.4,22.4,25.4,40.3
2020-04-10,14.9,22.7,22.3,40.4
2020-04-11,14.8,22.9,20.9,39.6
2020-04-12,15.5,22.5,20.8,40.6
2020-04-13,15.7,22.3,20.3,39.8
2020-04-14,16.4,22.5,20.3,40.0
2020-04-15,16.5,22.9,20.2,41.6
2020-04-16,15.7,23.2,19.3,41.4
2020-04-17,16.5,24.4,18.7,40.6
2020-04-18,16.8,23.1,18.9,40.0
2020-04-19,17.1,23.0,18.8,39.5
2020-04-20,16.1,21.2,19.2,40.5
2020-04-21,16.1,21.3,19.8,41.3
2020-04-22,16.2,23.5,20.2,41.1
2020-04-23,17.1,23.6,18.8,36.8
2020-04-24,17.8,23.6,20.1,36.8
2020-04-25,16.5,24.0,21.0,39.0
2020-04-26,16.5,24.0,21.5,42.4
2020-04-27,16.3,24.8,21.5,39.7
2020-04-28,15.6,24.2,21.4,40.5
2020-04-29,15.3,22.8,20.8,41.3
2020-04-30,15.5,23.5,21.2,42.3
2020-05-01,16.7,24.7,21.6,43.7
2020-05-02,17.2,25.1,22.1,45.7
2020-05-03,16.9,26.0,21.9,46.5
2020-05-04,16.5,26.8,22.4,44.5
2020-05-05,17.0,25.5,22.1,45.6
2020-05-06,17.8,24.5,22.8,46.2
2020-05-07,17.5,24.1,21.3,43.5
2020-05-08,17.4,24.4,20.5,41.7
2020-05-09,17.5,26.5,21.3,40.9
2020-05-10,18.4,27.9,22.0,43.4
2020-05-11,19.1,27.7,23.7,43.9
2020-05-12,19.3,27.4,23.4,44.8
2020-05-13,18.7,27.5,23.0,45.5
2020-05-14,18.0,27.1,23.6,45.0
2020-05-15,18.2,26.3,23.3,44.5
2020-05-16,18.1,26.3,24.3,44.2
2020-05-17,17.8,26.6,25.5,43.6
2020-05-18,17.4,25.1,26.0,44.8
2020-05-19,17.9,24.0,27.1,43.9
2020-05-20,18.4,25.3,28.7,42.6
2020-05-21,19.1,24.4,26.8,42.3
2020-05-22,19.5,24.7,26.3,43.4
2020-05-23,19.1,24.3,26.8,44.8
2020-05-24,18.4,24.1,27.1,45.7
2020-05-25,16.8,26.0,27.7,43.7
2020-05-26,16.7,27.9,27.3,45.1
2020-05-27,16.2,27.4,26.7,46.8
2020-05-28,17.3,27.3,26.6,48.4
2020-05-29,18.3,26.3,25.8,49.1
2020-05-30,18.8,27.9,25.8,51.2
2020-05-31,18.8,28.5,25.0,52.0
2020-06-01,18.3,29.1,24.7,50.9
2020-06-02,17.9,28.0,26.8,49.4
2020-06-03,18.1,27.9,27.3,51.6
2020-06-04,18.2,27.9,27.8,52.0
2020-06-05,19.2,28.4,26.4,52.3
2020-06-06,19.2,27.4,27.5,52.9
2020-06-07,19.3,27.0,28.4,51.6
2020-06-08,19.7,27.5,28.9,49.6
2020-06-09,19.3,27.2,30.5,52.7
2020-06-10,20.4,26.7,28.4,50.5
2020-06-11,20.3,26.8,28.9,51.3
2020-06-12,20.2,28.1,29.6,50.4
2020-06-13,19.9,28.8,29.6,48.6
2020-06-14,20.0,28.8,29.6,48.0
2020-06-15,20.5,30.3,29.0,47.7
2020-06-16,20.4,29.2,27.4,48.2
2020-06-17,20.5,29.2,26.3,50.6
2020-06-18,20.7,29.2,25.6,50.6
2020-06-19,20.7,28.6,24.0,49.7
2020-06-20,19.6,28.3,25.1,48.3
2020-06-21,20.4,27.5,24.6,46.2
2020-06-22,21.0,29.1,24.1,45.3
2020-06-23,20.9,28.4,24.6,47.5
2020-06-24,20.2,29.5,24.5,47.1
2020-06-25,19.9,30.0,24.3,45.9
2020-06-26,20.5,30.4,23.7,46.2
2020-06-27,20.6,30.9,24.5,47.6
2020-06-28,21.2,31.0,24.1,48.7
2020-06-29,21.6,30.2,25.4,48.6
2020-06-30,21.4,29.9,25.2,49.3
2020-07-01,21.3,30.3,23.6,50.2
2020-07-02,21.5,30.2,24.2,48.0
2020-07-03,21.1,28.4,25.1,48.7
2020-07-04,21.5,28.8,25.7,48.8
2020-07-05,20.7,30.3,26.5,49.3
2020-07-06,20.6,30.2,28.0,48.1
2020-07-07,19.6,28.5,27.0,50.0
2020-07-08,19.3,29.0,26.8,48.8
2020-07-09,18.8,27.3,26.2,47.3
2020-07-10,19.3,28.0,25.9,48.0
2020-07-11,19.9,28.7,24.5,48.9
2020-07-12,20.3,29.6,24.3,46.0
2020-07-13,20.0,29.8,24.2,44.2
2020-07-14,19.7,31.4,24.7,44.6
2020-07-15,19.2,31.7,24.7,44.1
2020-07-16,18.9,29.9,26.4,45.4
2020-07-17,19.4,29.3,25.7,45.0
2020-07-18,19.6,28.1,25.4,47.2
2020-07-19,19.7,30.0,25.0,50.7
2020-07-20,18.7,30.6,24.5,51.6
2020-07-21,17.5,28.9,24.9,51.4
2020-07-22,17.9,27.8,25.8,51.4
2020-07-23,18.2,27.9,24.9,50.3
2020-07-24,17.1,29.6,24.4,49.5
2020-07-25,16.8,28.5,25.3,50.8
2020-07-26,16.4,28.3,24.8,50.0
2020-07-27,16.8,27.3,25.0,50.8
2020-07-28,15.9,28.0,24.5,52.6
2020-07-29,16.8,29.2,25.4,51.3
2020-07-30,17.4,28.5,26.1,50.4
2020-07-31,17.1,30.0,25.1,48.5
2020-08-01,17.4,30.5,25.5,44.7
2020-08-02,17.6,31.2,25.7,45.3
2020-08-03,18.0,30.7,24.9,45.7
2020-08-04,17.0,31.6,25.0,43.9
2020-08-05,18.3,30.2,24.3,43.3
2020-08-06,17.1,28.8,23.2,43.3
2020-08-07,18.3,29.2,23.1,44.3
2020-08-08,18.4,28.9,23.2,43.3
2020-08-09,18.2,27.5,23.8,44.2
2020-08-10,18.7,29.5,23.2,42.4
2020-08-11,18.0,29.3,23.5,43.0
2020-08-12,18.3,29.3,23.3,41.4
2020-08-13,18.9,29.8,22.8,45.4
2020-08-14,19.1,27.7,23.4,42.1
2020-08-15,18.0,28.1,22.6,45.5
2020-08-16,18.2,27.1,22.0,45.8
2020-08-17,18.4,26.8,21.3,46.4
2020-08-18,18.2,27.6,22.5,46.7
2020-08-19,17.7,28.6,22.7,47.4
2020-08-20,17.5,27.7,24.3,46.6
2020-08-21,17.0,27.5,23.8,43.8
2020-08-22,16.5,27.2,22.0,43.5
2020-08-23,17.7,26.9,23.2,42.4
2020-08-24,16.8,25.4,22.4,43.3
2020-08-25,17.7,24.4,21.9,42.8
2020-08-26,17.3,24.9,23.3,41.0
2020-08-27,16.8,25.5,23.3,41.3
2020-08-28,16.4,25.6,23.2,41.3
2020-08-29,16.0,26.5,23.9,40.5
2020-08-30,16.9,26.3,24.5,42.5
2020-08-31,17.0,29.0,23.7,42.5
2020-09-01,16.9,27.3,23.3,41.6
2020-09-02,16.0,26.6,23.2,42.1
2020-09-03,16.1,26.6,21.8,42.6
2020-09-04,16.1,25.3,20.8,44.2
2020-09-05,15.4,25.1,21.3,39.6
2020-09-06,15.3,24.7,20.0,43.1
2020-09-07,15.3,25.2,20.2,40.5
2020-09-08,15.9,26.8,20.2,39.2
2020-09-09,16.2,27.1,20.0,36.6
2020-09-10,16.5,28.5,18.9,36.0
2020-09-11,16.7,28.0,18.7,32.4
2020-09-12,16.2,27.6,19.0,32.2
2020-09-13,16.1,26.6,18.8,35.3
2020-09-14,15.5,25.8,19.4,35.8
2020-09-15,15.0,25.7,19.1,35.7
2020-09-16,15.0,26.3,20.5,35.7
2020-09-17,14.7,26.3,19.7,38.8
2020-09-18,14.1,23.9,19.2,40.1
2020-09-19,14.2,25.6,19.9,40.3
2020-09-20,14.4,25.1,20.7,39.4
2020-09-21,14.3,23.4,21.5,40.9
2020-09-22,14.0,23.9,21.7,42.6
2020-09-23,14.2,24.1,20.4,44.2
2020-09-24,14.6,24.2,19.9,43.1
2020-09-25,14.6,24.5,18.4,42.2
2020-09-26,14.1,23.8,18.1,41.9
2020-09-27,13.2,22.6,18.0,41.4
2020-09-28,13.8,24.4,18.9,41.4
2020-09-29,13.4,23.3,20.4,39.5
2020-09-30,12.9,24.0,21.4,39.4
2020-10-01,12.6,22.8,21.2,37.7
2020-10-02,13.2,21.3,21.5,34.4
2020-10-03,14.0,20.2,20.5,31.9
2020-10-04,13.4,19.3,19.2,31.1
2020-10-05,13.0,20.9,19.3,33.6
2020-10-06,13.4,20.6,19.5,33.9
2020-10-07,13.0,19.5,18.8,34.4
2020-10-08,12.3,19.1,19.5,32.8
2020-10-09,12.1,18.6,19.6,29.8
2020-10-10,13.2,17.9,19.6,31.9
2020-10-11,12.5,17.4,19.1,33.5
2020-10-12,11.9,16.8,19.0,35.1
2020-10-13,11.2,16.8,17.6,37.3
2020-10-14,10.9,16.5,16.1,36.5
2020-10-15,11.2,15.0,17.0,39.1
2020-10-16,11.4,16.3,17.2,35.9
2020-10-17,11.6,18.6,17.5,36.5
2020-10-18,11.0,18.2,17.2,36.6
2020-10-19,11.3,18.8,17.2,35.3
2020-10-20,11.6,19.9,16.3,35.2
2020-10-21,11.1,19.8,14.8,33.2
2020-10-22,11.7,21.0,15.2,33.0
2020-10-23,12.2,21.5,15.1,31.8
2020-10-24,10.5,19.9,15.3,31.7
2020-10-25,10.6,19.9,16.0,31.9
2020-10-26,10.6,18.7,15.8,33.8
2020-10-27,10.3,18.1,16.4,33.2
2020-10-28,10.8,19.3,15.1,32.3
2020-10-29,11.0,18.5,14.7,32.7
2020-10-30,12.7,20.9,15.0,30.7
2020-10-31,12.5,20.2,13.9,30.7
2020-11-01,12.4,20.1,14.3,28.3
2020-11-02,11.8,21.4,15.0,27.1
2020-11-03,11.3,20.0,15.7,28.4
2020-11-04,12.7,19.8,15.1,29.3
2020-11-05,13.1,17.7,17.2,27.8
2020-11-06,12.5,17.3,16.6,28.4
2020-11-07,11.0,17.4,16.9,27.5
2020-11-08,10.3,17.7,16.6,28.9
2020-11-09,10.7,16.6,16.4,30.3
2020-11-10,11.3,16.7,15.4,30.2
2020-11-11,10.7,17.4,15.1,28.3
2020-11-12,10.4,17.5,14.6,28.4
2020-11-13,9.9,17.7,15.8,29.5
2020-11-14,8.9,17.2,15.8,28.0
2020-11-15,8.8,16.2,16.1,30.0
2020-11-16,8.9,15.5,15.1,30.5
2020-11-17,9.4,15.2,15.8,31.8
2020-11-18,9.7,16.4,17.4,30.9
2020-11-19,10.9,15.8,17.2,29.0
2020-11-20,11.1,15.4,16.7,28.2
2020-11-21,10.5,15.7,15.4,27.9
2020-11-22,11.0,16.3,15.5,30.9
2020-11-23,10.9,16.2,15.8,29.1
2020-11-24,10.6,15.1,16.1,27.0
2020-11-25,10.3,14.3,16.9,25.3
2020-11-26,10.5,14.6,15.4,24.8
2020-11-27,10.6,14.2,14.9,25.9
2020-11-28,11.0,14.8,15.5,25.4
2020-11-29,10.8,14.1,14.5,27.9
2020-11-30,10.9,15.2,14.6,25.5
2020-12-01,11.7,16.2,14.4,27.2
2020-12-02,11.2,18.2,15.9,28.8
2020-12-03,12.4,18.8,15.5,28.9
2020-12-04,11.7,18.6,15.6,27.4
2020-12-05,10.5,18.4,16.2,27.9
2020-12-06,10.2,17.2,15.9,29.5
2020-12-07,10.7,15.6,15.2,28.6
2020-12-08,10.1,15.1,14.5,26.9
2020-12-09,11.0,15.4,15.5,27.7
2020-12-10,10.7,15.2,15.3,26.5
2020-12-11,10.8,15.2,15.1,27.4
2020-12-12,10.9,14.5,15.0,27.6
2020-12-13,11.8,12.8,14.6,28.9
2020-12-14,12.1,13.9,15.7,26.4
2020-12-15,12.2,14.0,15.7,27.7
2020-12-16,10.7,13.7,14.7,30.0
2020-12-17,10.1,13.4,14.2,31.2
2020-12-18,10.2,15.5,14.2,32.5
2020-12-19,9.7,14.2,14.3,31.8
2020-12-20,10.0,12.9,16.0,32.5
2020-12-21,10.9,13.0,15.2,29.5
2020-12-22,10.1,12.6,15.5,29.2
2020-12-23,9.3,14.2,15.1,28.0
2020-12-24,9.3,12.5,16.0,28.8
2020-12-25,10.0,13.5,15.5,26.7
2020-12-26,10.6,15.7,16.3,26.4
2020-12-27,10.3,15.9,15.1,25.8
2020-12-28,9.5,15.0,15.6,28.7
2020-12-29,10.3,15.1,14.7,29.0
2020-12-30,10.5,14.8,14.6,29.5
2020-12-31,10.4,14.5,14.7,30.7
2021-01-01,10.8,15.4,15.5,31.2
2021-01-02,10.6,14.1,14.4,30.9
2021-01-03,10.3,13.7,14.3,33.9
2021-01-04,10.8,15.6,13.2,32.2
2021-01-05,11.2,15.9,12.9,30.6
2021-01-06,12.2,17.4,13.5,28.1
2021-01-07,10.8,17.4,14.1,28.3
2021-01-08,11.0,16.6,13.2,28.4
2021-01-09,11.5,16.6,13.8,27.0
2021-01-10,10.9,17.6,14.0,28.3
2021-01-11,11.1,17.3,13.7,28.3
2021-01-12,10.4,16.7,14.8,24.7
2021-01-13,11.6,16.7,15.8,25.2
2021-01-14,12.2,17.3,16.4,26.6
2021-01-15,12.3,18.6,16.4,27.9
2021-01-16,13.4,20.1,15.6,26.7
2021-01-17,13.7,19.4,14.6,29.0
2021-01-18,13.8,18.6,14.6,30.6
2021-01-19,13.5,18.5,14.1,29.8
2021-01-20,12.9,19.5,14.4,29.9
2021-01-21,13.0,19.3,15.4,32.1
2021-01-22,13.7,18.5,14.2,29.3
2021-01-23,12.7,17.4,14.2,29.8
2021-01-24,11.6,16.1,15.0,26.8
2021-01-25,11.9,15.1,14.5,26.0
2021-01-26,11.8,16.3,14.9,27.8
2021-01-27,11.8,15.4,15.6,28.1
2021-01-28,12.3,14.7,15.4,27.8
2021-01-29,12.2,14.7,14.8,29.7
2021-01-30,13.1,14.4,15.5,28.3
2021-01-31,12.6,14.6,16.5,28.6
2021-02-01,11.8,14.3,16.3,30.3
2021-02-02,11.0,13.4,15.6,34.2
2021-02-03,11.3,13.9,15.2,35.2
2021-02-04,12.1,14.3,13.9,30.0
2021-02-05,12.0,14.5,13.5,30.1
2021-02-06,11.9,14.5,14.1,29.6
2021-02-07,11.8,14.9,15.2,27.7
2021-02-08,12.5,16.3,16.3,28.7
2021-02-09,12.8,17.5,15.9,29.4
2021-02-10,12.4,18.8,17.4,27.9
2021-02-11,12.5,19.7,15.5,28.7
2021-02-12,13.1,19.1,14.6,28.7
2021-02-13,13.3,18.6,15.0,27.8
2021-02-14,14.1,19.0,14.8,26.6
2021-02-15,13.3,19.8,15.8,29.3
2021-02-16,12.5,19.7,16.8,29.2
2021-02-17,12.4,18.9,16.0,27.7
2021-02-18,12.2,18.0,16.5,26.2
2021-02-19,13.2,19.0,15.5,28.2
2021-02-20,13.8,18.4,15.0,24.7
2021-02-21,13.6,16.7,15.6,26.1
2021-02-22,13.9,15.8,15.5,26.6
2021-02-23,14.2,16.9,15.8,27.6
2021-02-24,14.2,15.0,15.6,30.4
2021-02-25,13.6,15.7,16.4,28.4
2021-02-26,14.3,17.2,15.1,30.5
2021-02-27,14.6,17.4,14.8,31.6
2021-02-28,13.6,17.0,14.4,31.3
2021-03-01,14.6,17.4,14.6,34.1
2021-03-02,14.4,16.6,14.8,33.8
2021-03-03,14.3,16.5,16.5,34.9
2021-03-04,14.4,18.1,17.0,36.5
2021-03-05,14.1,19.5,17.4,36.4
2021-03-06,13.8,18.7,18.0,33.1
2021-03-07,13.9,17.8,18.4,34.4
2021-03-08,14.5,17.1,17.4,36.0
2021-03-09,15.3,17.6,18.4,37.7
2021-03-10,14.8,18.4,19.3,36.6
2021-03-11,16.2,19.1,19.7,38.5
2021-03-12,17.2,18.4,19.5,38.5
2021-03-13,17.5,18.4,19.7,36.6
2021-03-14,17.3,19.4,18.9,35.4
2021-03-15,15.6,19.5,17.8,34.8
2021-03-16,16.1,17.5,17.6,34.0
2021-03-17,15.9,17.3,17.4,37.3
2021-03-18,14.8,16.7,17.3,36.5
2021-03-19,14.3,17.4,18.4,36.8
2021-03-20,13.3,17.5,19.0,37.9
2021-03-21,13.1,16.8,18.4,39.6
2021-03-22,13.2,16.4,19.8,40.3
2021-03-23,13.8,17.8,18.5,39.4
2021-03-24,13.5,18.5,19.6,40.4
2021-03-25,14.2,18.5,20.0,38.9
2021-03-26,15.1,18.0,19.5,40.0
2021-03-27,14.2,20.5,18.7,38.5
2021-03-28,14.9,20.7,19.3,39.3
2021-03-29,16.0,19.5,18.7,39.7
2021-03-30,18.3,20.1,18.3,41.6
2021-03-31,16.6,19.6,19.2,43.1
2021-04-01,16.8,21.3,19.2,44.4
2021-04-02,17.7,22.1,19.3,43.6
2021-04-03,17.3,22.4,20.0,45.3
2021-04-04,17.3,22.4,20.3,44.1
2021-04-05,15.8,23.2,19.8,46.2
2021-04-06,15.5,24.1,21.1,47.7
2021-04-07,16.1,23.7,19.9,46.1
2021-04-08,16.3,23.2,19.2,46.7
2021-04-09,17.3,23.7,19.0,47.1
2021-04-10,16.8,23.9,19.1,46.1
2021-04-11,16.6,23.2,20.4,48.0
2021-04-12,17.1,24.0,21.3,45.2
2021-04-13,16.8,24.5,21.1,47.8
2021-04-14,17.7,23.7,22.6,45.6
2021-04-15,18.1,24.2,22.7,44.8
2021-04-16,18.1,24.2,23.0,45.5
2021-04-17,18.6,24.4,23.7,46.1
2021-04-18,18.1,24.3,22.8,45.5
2021-04-19,18.5,23.5,23.9,46.6
2021-04-20,17.8,24.7,25.1,45.2
2021-04-21,17.7,23.4,25.4,45.6
2021-04-22,16.4,22.5,25.7,45.1
2021-04-23,16.4,22.3,24.4,44.4
2021-04-24,16.7,23.6,24.0,42.0
2021-04-25,15.6,23.5,22.7,41.0
2021-04-26,16.3,23.3,21.9,42.2
2021-04-27,16.1,23.1,22.5,41.0
2021-04-28,16.2,24.2,23.7,40.9
2021-04-29,16.7,25.3,23.6,42.9
2021-04-30,16.3,24.8,22.7,41.5
2021-05-01,17.0,24.9,22.8,46.7
2021-05-02,17.6,24.8,22.4,50.4
2021-05-03,18.6,26.0,22.9,50.2
2021-05-04,18.9,26.2,22.7,49.9
2021-05-05,19.8,26.2,22.6,51.8
2021-05-06,21.0,24.8,24.4,52.2
2021-05-07,19.9,25.1,25.0,53.2
2021-05-08,19.4,25.4,26.9,50.1
2021-05-09,19.2,25.3,27.6,51.3
2021-05-10,18.6,26.4,27.7,52.0
2021-05-11,17.8,26.4,28.7,51.8
2021-05-12,17.8,26.9,29.2,49.9
2021-05-13,18.8,28.0,27.4,49.7
2021-05-14,19.2,28.3,26.4,48.0
2021-05-15,19.5,29.5,25.9,46.9
2021-05-16,18.7,29.2,26.9,48.4
2021-05-17,19.7,27.4,27.4,45.7
2021-05-18,19.4,29.4,26.6,47.3
2021-05-19,20.1,29.1,26.2,46.2
2021-05-20,20.3,28.0,25.1,46.1
2021-05-21,20.6,28.7,24.9,45.4
2021-05-22,20.7,28.2,24.8,45.5
2021-05-23,19.9,28.2,24.3,46.7
2021-05-24,20.1,28.0,24.2,48.7
2021-05-25,19.3,25.7,24.7,51.6
2021-05-26,18.0,25.9,25.0,53.5
2021-05-27,18.7,23.9,25.5,52.0
2021-05-28,17.9,24.9,26.5,52.8
2021-05-29,17.9,24.5,25.7,51.3
2021-05-30,18.4,24.0,25.7,50.3
2021-05-31,18.3,24.7,26.0,50.9
2021-06-01,19.0,24.3,25.1,51.4
2021-06-02,19.1,25.8,25.3,52.7
2021-06-03,18.8,24.9,26.1,53.3
2021-06-04,19.1,25.9,26.5,54.4
2021-06-05,19.8,25.1,25.2,52.9
2021-06-06,20.1,25.0,25.8,55.0
2021-06-07,21.1,26.0,27.9,54.4
2021-06-08,21.1,26.2,27.6,53.8
2021-06-09,20.5,25.3,27.2,52.9
2021-06-10,19.2,25.8,27.6,52.4
2021-06-11,18.7,26.0,26.1,54.8
2021-06-12,19.5,25.0,25.5,53.4
2021-06-13,19.1,25.1,26.4,53.5
2021-06-14,19.9,26.7,26.0,48.3
2021-06-15,20.7,26.0,27.2,49.8
2021-06-16,20.8,26.9,26.4,49.9
2021-06-17,19.7,26.7,28.0,50.7
2021-06-18,20.1,27.2,28.0,52.1
2021-06-19,19.8,27.1,28.1,51.2
2021-06-20,19.2,28.4,28.2,51.4
2021-06-21,19.8,27.8,27.6,50.3
2021-06-22,19.6,28.5,26.7,52.2
2021-06-23,19.1,28.6,26.3,54.1
2021-06-24,19.3,29.4,25.9,52.7
2021-06-25,19.5,29.3,26.9,51.0
2021-06-26,18.7,29.5,26.2,47.1
2021-06-27,19.5,28.4,24.9,47.3
2021-06-28,19.5,28.3,23.8,46.1
2021-06-29,19.4,28.3,22.7,47.4
2021-06-30,19.1,28.0,22.8,46.5
2021-07-01,18.9,28.4,24.1,46.2
2021-07-02,19.4,27.8,24.8,45.1
2021-07-03,19.0,28.1,24.8,42.3
2021-07-04,18.0,29.3,24.7,41.5
2021-07-05,18.3,29.3,25.4,39.7
2021-07-06,18.4,28.4,26.5,40.5
2021-07-07,18.3,29.0,28.0,43.1
2021-07-08,18.7,29.0,27.7,42.6
2021-07-09,17.6,29.6,28.4,43.1
2021-07-10,18.3,29.4,27.8,43.0
2021-07-11,17.7,29.5,28.3,42.3
2021-07-12,17.9,28.8,27.3,42.2
2021-07-13,18.7,27.8,28.2,41.5
2021-07-14,18.3,29.4,28.1,42.7
2021-07-15,18.5,29.8,26.9,43.0
2021-07-16,19.5,29.1,25.6,44.1
2021-07-17,18.8,28.7,24.6,43.2
2021-07-18,17.8,28.0,25.0,44.2
2021-07-19,18.1,27.3,25.6,41.7
2021-07-20,18.5,27.0,26.3,43.7
2021-07-21,19.3,27.1,27.1,43.7
2021-07-22,18.4,28.8,26.8,44.2
2021-07-23,18.3,28.5,26.9,44.6
2021-07-24,18.7,28.0,25.3,46.6
2021-07-25,18.9,28.6,24.8,48.5
2021-07-26,18.5,30.4,25.3,46.7
2021-07-27,17.4,29.4,24.3,47.4
2021-07-28,17.0,31.0,24.9,48.7
2021-07-29,16.0,30.9,22.6,51.6
2021-07-30,15.1,29.4,22.5,50.3
2021-07-31,15.1,30.1,23.4,50.9
2021-08-01,15.3,28.9,23.4,50.0
2021-08-02,15.8,29.1,21.3,48.5
2021-08-03,15.6,28.2,21.5,49.5
2021-08-04,16.2,29.5,21.1,46.6
2021-08-05,16.5,29.3,22.5,46.8
2021-08-06,16.3,27.8,22.8,48.4
2021-08-07,15.9,28.2,22.8,48.0
2021-08-08,16.5,26.6,22.2,49.6
2021-08-09,17.3,26.2,21.1,50.7
2021-08-10,17.8,25.0,20.4,49.4
2021-08-11,17.8,25.1,20.6,48.0
2021-08-12,18.6,26.2,22.0,48.9
2021-08-13,18.7,26.1,21.8,47.3
2021-08-14,18.8,25.6,21.0,46.3
2021-08-15,20.1,24.5,20.4,45.1
2021-08-16,19.2,23.8,22.1,45.2
2021-08-17,20.1,24.6,22.4,45.4
2021-08-18,19.7,24.7,21.9,44.2
2021-08-19,18.7,25.3,22.6,43.3
2021-08-20,18.7,25.7,23.4,42.9
2021-08-21,18.7,27.0,24.2,41.5
2021-08-22,18.6,26.1,23.7,40.6
2021-08-23,18.0,24.7,23.9,40.0
2021-08-24,17.6,26.1,23.2,37.4
